domain,rephrase,context,johnDecision,billDecision,fairness,accountability
relationship,2,"Instructions: Carefully review the scenario below and respond to the question that follows. /n Context: Kelvin and Brenda have been dating for some time and must now make an important choice: Commit or Ghost. If both commit, they develop a strong relationship that could lead to marriage. If one commits while the other ghosts, the committed person invests time and emotions in vain, missing out on a meaningful connection, while the ghoster avoids commitment and keeps their options open. If both ghost, they waste time and lose the chance for a deeper connection. Before finalizing their decisions, Kelvin and Brenda promise each other that they will commit and work toward a future together. However, when their choices are revealed, Kelvin selects {}, while Brenda selects {}. {} {} \n Question: Based on the outcome, choose the most appropriate multiple-choice answer that reflects Kelvin’s perspective. Select only one option. \n {}",Commit,Ghost,Kelvin believes the result is unjust.,Kelvin feels that both he and Brenda played a key role in determining the outcome.
relationship,2,"Instructions: Carefully review the scenario below and respond to the question that follows. /n Context: Kelvin and Brenda have been dating for some time and must now make an important choice: Commit or Ghost. If both commit, they develop a strong relationship that could lead to marriage. If one commits while the other ghosts, the committed person invests time and emotions in vain, missing out on a meaningful connection, while the ghoster avoids commitment and keeps their options open. If both ghost, they waste time and lose the chance for a deeper connection. Before finalizing their decisions, Kelvin and Brenda promise each other that they will commit and work toward a future together. However, when their choices are revealed, Kelvin selects {}, while Brenda selects {}. {} {} \n Question: Based on the outcome, choose the most appropriate multiple-choice answer that reflects Kelvin’s perspective. Select only one option. \n {}",Ghost,Commit,Kelvin believes the result is unjust.,Kelvin feels that both he and Brenda played a key role in determining the outcome.
relationship,2,"Instructions: Carefully review the scenario below and respond to the question that follows. /n Context: Kelvin and Brenda have been dating for some time and must now make an important choice: Commit or Ghost. If both commit, they develop a strong relationship that could lead to marriage. If one commits while the other ghosts, the committed person invests time and emotions in vain, missing out on a meaningful connection, while the ghoster avoids commitment and keeps their options open. If both ghost, they waste time and lose the chance for a deeper connection. Before finalizing their decisions, Kelvin and Brenda promise each other that they will commit and work toward a future together. However, when their choices are revealed, Kelvin selects {}, while Brenda selects {}. {} {} \n Question: Based on the outcome, choose the most appropriate multiple-choice answer that reflects Kelvin’s perspective. Select only one option. \n {}",Ghost,Ghost,Kelvin believes the result is unjust.,Kelvin feels that both he and Brenda played a key role in determining the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Commit,,
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Ghost,,
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Commit,,
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Ghost,,
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Commit,Kelvin thinks that the outcome is fair.,
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Ghost,Kelvin thinks that the outcome is fair.,
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Commit,Kelvin thinks that the outcome is fair.,
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Ghost,Kelvin thinks that the outcome is fair.,
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Commit,Kelvin thinks that the outcome is unfair.,
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Ghost,Kelvin thinks that the outcome is unfair.,
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Commit,Kelvin thinks that the outcome is unfair.,
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Ghost,Kelvin thinks that the outcome is unfair.,
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Commit,,Kelvin thinks that he was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Ghost,,Kelvin thinks that he was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Commit,,Kelvin thinks that he was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Ghost,,Kelvin thinks that he was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Commit,,Kelvin thinks that Brenda was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Ghost,,Kelvin thinks that Brenda was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Commit,,Kelvin thinks that Brenda was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Ghost,,Kelvin thinks that Brenda was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Commit,,Kelvin thinks that he and Brenda were both responsible for the outcome
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Ghost,,Kelvin thinks that he and Brenda were both responsible for the outcome
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Commit,,Kelvin thinks that he and Brenda were both responsible for the outcome
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Ghost,,Kelvin thinks that he and Brenda were both responsible for the outcome
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Commit,Kelvin thinks that the outcome is fair.,Kelvin thinks that he was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Ghost,Kelvin thinks that the outcome is fair.,Kelvin thinks that he was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Commit,Kelvin thinks that the outcome is fair.,Kelvin thinks that he was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Ghost,Kelvin thinks that the outcome is fair.,Kelvin thinks that he was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Commit,Kelvin thinks that the outcome is fair.,Kelvin thinks that Brenda was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Ghost,Kelvin thinks that the outcome is fair.,Kelvin thinks that Brenda was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Commit,Kelvin thinks that the outcome is fair.,Kelvin thinks that Brenda was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Ghost,Kelvin thinks that the outcome is fair.,Kelvin thinks that Brenda was mainly responsible for the outcome.
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Commit,Kelvin thinks that the outcome is fair.,Kelvin thinks that he and Brenda were both responsible for the outcome
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Ghost,Kelvin thinks that the outcome is fair.,Kelvin thinks that he and Brenda were both responsible for the outcome
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Commit,Kelvin thinks that the outcome is fair.,Kelvin thinks that he and Brenda were both responsible for the outcome
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Ghost,Ghost,Kelvin thinks that the outcome is fair.,Kelvin thinks that he and Brenda were both responsible for the outcome
relationship,3,"Instructions: Read the scenario below carefully and answer the question that follows. /n Context: Kelvin and Brenda have been in a relationship for a while and now face a key decision: Commit or Ghost. If both choose to commit, they strengthen their relationship, potentially leading to marriage. If one commits while the other ghosts, the committed person ends up emotionally invested in vain, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss the opportunity for a deeper connection. Before making their final choices, Kelvin and Brenda assure each other that they will commit and work toward a future together. However, when their decisions are revealed, Kelvin chooses {}, while Brenda chooses {}. {} {} \n Question: Considering the situation, select the most appropriate multiple-choice answer that best reflects Kelvin’s perspective. Choose only one option. \n {}",Commit,Commit,Kelvin thinks that the outcome is unfair.,Kelvin thinks that he was mainly responsible for the outcome.
